H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
SRR11905248_LamaGlama	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	238271	132398	0.2856268	0.2856268	0.006889741	41.45683	
SRR11905249_LamaGuanicoeGuanicoe	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	162688	201090	-0.1055644	-0.1055644	0.005649495	-18.68563	
SRR11905250_LamaGuanicoeGuanicoe	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	162526	201050	-0.1059586	-0.1059586	0.005058485	-20.94671	
SRR11905252_LamaGuanicoeGuanicoe	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	156870	170667	-0.04212349	-0.04212349	0.00441888	-9.532616	
SRR11905261_LamaGuanicoeCacsilensis	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	164002	180357	-0.04749404	-0.04749404	0.004736243	-10.02779	
SRR11905268_LamaGlama	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	233583	133659	0.2720931	0.2720931	0.006857713	39.67694	
SRR11905269_LamaGlama	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	232135	133639	0.269281	0.269281	0.006516724	41.32153	
SRR11905270_LamaGlama	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	234586	134101	0.2725483	0.2725483	0.006994777	38.96454	
SRR11905271_LamaGlama	SRR11905272_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	229672	134415	0.2616325	0.2616325	0.006242883	41.90893	
SRR11097120_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	141876	126597	0.05691075	0.05691075	0.008775873	6.484911	
SRR11905246_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	146679	115289	0.1198238	0.1198238	0.007768587	15.42414	
SRR11905247_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	147824	113953	0.1293888	0.1293888	0.007997037	16.17959	
SRR11905248_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	151799	113601	0.1439261	0.1439261	0.008387531	17.15954	
SRR11905249_LamaGuanicoeGuanicoe	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	135992	242005	-0.2804599	-0.2804599	0.005420342	-51.74211	
SRR11905250_LamaGuanicoeGuanicoe	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	136555	242674	-0.2798283	-0.2798283	0.005033547	-55.59267	
SRR11905252_LamaGuanicoeGuanicoe	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	133372	210200	-0.2236154	-0.2236154	0.004475975	-49.95904	
SRR11905261_LamaGuanicoeCacsilensis	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	137612	221710	-0.2340463	-0.2340463	0.004739555	-49.38151	
SRR11905268_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	148040	115819	0.1221145	0.1221145	0.00842982	14.48601	
SRR11905269_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	146581	115863	0.1170459	0.1170459	0.007613725	15.37302	
SRR11905270_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	149165	116265	0.1239498	0.1239498	0.008564295	14.47286	
SRR11905271_LamaGlama	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	144945	117297	0.1054293	0.1054293	0.007460565	14.13155	
SRR11905272_LamaGuanicoeCacsilensis	SRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	136963	204547	-0.1978976	-0.1978976	0.004990185	-39.65736	
SRR11097120_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	125357	146503	-0.07778268	-0.07778268	0.01012725	-7.680533	
SRR11905246_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129119	134149	-0.01910601	-0.01910601	0.009890415	-1.93177	
SRR11905247_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129561	132105	-0.009722318	-0.009722318	0.01079917	-0.9002835	
SRR11905248_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	133925	132191	0.006515955	0.006515955	0.01099689	0.5925269	
SRR11905249_LamaGuanicoeGuanicoe	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129604	271900	-0.3544074	-0.3544074	0.006196178	-57.19775	
SRR11905250_LamaGuanicoeGuanicoe	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129971	272250	-0.3537334	-0.3537334	0.005868544	-60.27618	
SRR11905252_LamaGuanicoeGuanicoe	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	127085	237725	-0.3032812	-0.3032812	0.005850812	-51.83574	
SRR11905261_LamaGuanicoeCacsilensis	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	131282	251455	-0.3139832	-0.3139832	0.005850873	-53.66434	
SRR11905268_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129617	133761	-0.01573404	-0.01573404	0.0107176	-1.468056	
SRR11905269_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	129090	134744	-0.02143014	-0.02143014	0.009512422	-2.252858	
SRR11905270_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	132091	135625	-0.01320056	-0.01320056	0.01117182	-1.181594	
SRR11905271_LamaGlama	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	128410	137152	-0.03291887	-0.03291887	0.009956653	-3.306218	
SRR11905272_LamaGuanicoeCacsilensis	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	131529	235343	-0.2829706	-0.2829706	0.006309362	-44.84933	
SRR11905273_LamaGuanicoeCacsilensis	SRR15966550_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	111320	147745	-0.1406018	-0.1406018	0.007528647	-18.67557	
SRR11097120_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	132294	127034	0.02028319	0.02028319	0.009446005	2.147277	
SRR11905246_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	137301	115971	0.08421776	0.08421776	0.008997668	9.359953	
SRR11905247_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	137564	113798	0.0945489	0.0945489	0.008600442	10.99349	
SRR11905248_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	141819	113743	0.1098598	0.1098598	0.00891905	12.31744	
SRR11905249_LamaGuanicoeGuanicoe	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	132921	248683	-0.3033564	-0.3033564	0.005765937	-52.6118	
SRR11905250_LamaGuanicoeGuanicoe	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	132949	248751	-0.3033849	-0.3033849	0.005311613	-57.11728	
SRR11905252_LamaGuanicoeGuanicoe	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	129925	215870	-0.2485432	-0.2485432	0.004863765	-51.10099	
SRR11905261_LamaGuanicoeCacsilensis	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	134264	228110	-0.2589755	-0.2589755	0.005036218	-51.42262	
SRR11905268_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	139006	116860	0.08655312	0.08655312	0.009683479	8.938225	
SRR11905269_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	136957	116340	0.08139457	0.08139457	0.008655182	9.404143	
SRR11905270_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	140110	117267	0.08875307	0.08875307	0.009407261	9.434528	
SRR11905271_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	135700	118042	0.06959037	0.06959037	0.00802697	8.669569	
SRR11905272_LamaGuanicoeCacsilensis	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	134356	211799	-0.2237235	-0.2237235	0.005297919	-42.22856	
SRR11905273_LamaGuanicoeCacsilensis	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	110352	120440	-0.04371035	-0.04371035	0.004805512	-9.095878	
SRR15966550_LamaGlama	SRR16008793_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	137955	111634	0.1054574	0.1054574	0.008624879	12.22711	
SRR11097120_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	19984	11001	0.2899145	0.2899145	0.008041013	36.05447	
SRR11905246_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	20828	10814	0.3164781	0.3164781	0.007868794	40.21939	
SRR11905247_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	21042	10685	0.3264412	0.3264412	0.007634874	42.75659	
SRR11905248_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	21296	10615	0.3347122	0.3347122	0.007932915	42.19284	
SRR11905249_LamaGuanicoeGuanicoe	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	12828	13775	-0.03559749	-0.03559749	0.007773879	-4.579115	
SRR11905250_LamaGuanicoeGuanicoe	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	4915	5509	-0.05698388	-0.05698388	0.01014624	-5.616259	
SRR11905252_LamaGuanicoeGuanicoe	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	14089	13404	0.02491543	0.02491543	0.00765495	3.254813	
SRR11905261_LamaGuanicoeCacsilensis	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	15022	14220	0.0274263	0.0274263	0.00745256	3.680119	
SRR11905268_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	20798	10715	0.3199632	0.3199632	0.008044109	39.77609	
SRR11905269_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	20972	10747	0.322362	0.322362	0.007499685	42.98341	
SRR11905270_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	21013	10815	0.3204097	0.3204097	0.008132487	39.39873	
SRR11905271_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	20645	10875	0.3099619	0.3099619	0.007999301	38.74862	
SRR11905272_LamaGuanicoeCacsilensis	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	15597	13553	0.07012007	0.07012007	0.007281257	9.630215	
SRR11905273_LamaGuanicoeCacsilensis	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	18784	11180	0.2537712	0.2537712	0.007034854	36.07341	
SRR15966550_LamaGlama	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	21118	10622	0.3306868	0.3306868	0.007402511	44.67225	
SRR16008793_LamaGuanicoeCacsilensis	dSRR11905250_LamaGuanicoeGuanicoe	SRR11905251_LamaGuanicoeGuanicoe	19269	10956	0.2750372	0.2750372	0.007438754	36.97356	
SRR11097120_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	9994	11746	-0.08058878	-0.08058878	0.01286255	-6.265379	
SRR11905246_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	4235	4535	-0.03420753	-0.03420753	0.01057038	-3.236169	
SRR11905247_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10408	10810	-0.01894618	-0.01894618	0.01347302	-1.406231	
SRR11905248_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10553	10628	-0.003540909	-0.003540909	0.01323034	-0.2676356	
SRR11905249_LamaGuanicoeGuanicoe	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10528	22541	-0.3632707	-0.3632707	0.008076872	-44.97666	
SRR11905250_LamaGuanicoeGuanicoe	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10129	22597	-0.3809815	-0.3809815	0.007884444	-48.32066	
SRR11905252_LamaGuanicoeGuanicoe	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10013	19769	-0.3275804	-0.3275804	0.008044313	-40.72199	
SRR11905261_LamaGuanicoeCacsilensis	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10401	20828	-0.3338884	-0.3338884	0.007979482	-41.84336	
SRR11905268_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	9413	9888	-0.02461012	-0.02461012	0.01361776	-1.807208	
SRR11905269_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10325	10918	-0.02791508	-0.02791508	0.01245815	-2.240708	
SRR11905270_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	9958	10378	-0.02065303	-0.02065303	0.01332449	-1.550006	
SRR11905271_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10026	10860	-0.03993105	-0.03993105	0.01300348	-3.070797	
SRR11905272_LamaGuanicoeCacsilensis	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10488	19527	-0.3011494	-0.3011494	0.008585417	-35.07685	
SRR11905273_LamaGuanicoeCacsilensis	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	8894	12113	-0.1532346	-0.1532346	0.01052428	-14.56011	
SRR15966550_LamaGlama	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	10267	10590	-0.01548641	-0.01548641	0.01194871	-1.296073	
SRR16008793_LamaGuanicoeCacsilensis	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	8847	11302	-0.1218423	-0.1218423	0.01153461	-10.56319	
dSRR11905250_LamaGuanicoeGuanicoe	dSRR11905246_LamaGlama	SRR11905251_LamaGuanicoeGuanicoe	869	1901	-0.3725632	-0.3725632	0.01858495	-20.0465	
SRR11097120_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5760	50709	-0.7959943	-0.7959943	0.005494902	-144.8605	
SRR11905246_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5821	49412	-0.7892202	-0.7892202	0.005388358	-146.4677	
SRR11905247_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5802	49062	-0.7884952	-0.7884952	0.005529431	-142.5997	
SRR11905248_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5849	48850	-0.7861387	-0.7861387	0.005794365	-135.673	
SRR11905249_LamaGuanicoeGuanicoe	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5259	60560	-0.8401981	-0.8401981	0.004392861	-191.2644	
SRR11905250_LamaGuanicoeGuanicoe	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5288	60557	-0.8393804	-0.8393804	0.004282386	-196.0076	
SRR11905252_LamaGuanicoeGuanicoe	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5303	55099	-0.8244098	-0.8244098	0.004202882	-196.1535	
SRR11905261_LamaGuanicoeCacsilensis	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5369	59038	-0.833279	-0.833279	0.004324414	-192.6918	
SRR11905268_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5796	49223	-0.7893091	-0.7893091	0.005476481	-144.1271	
SRR11905269_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5772	49442	-0.7909226	-0.7909226	0.005597259	-141.3054	
SRR11905270_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5786	49152	-0.7893626	-0.7893626	0.005251548	-150.3104	
SRR11905271_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5810	49693	-0.7906419	-0.7906419	0.005273919	-149.9155	
SRR11905272_LamaGuanicoeCacsilensis	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5434	57518	-0.8273605	-0.8273605	0.004552293	-181.7459	
SRR11905273_LamaGuanicoeCacsilensis	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5662	52067	-0.8038421	-0.8038421	0.005053373	-159.0704	
SRR15966550_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5872	48891	-0.7855486	-0.7855486	0.005504648	-142.7064	
SRR16008793_LamaGuanicoeCacsilensis	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	5650	51077	-0.8008003	-0.8008003	0.004969258	-161.1509	
dSRR11905250_LamaGuanicoeGuanicoe	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	452	5194	-0.8398866	-0.8398866	0.007981909	-105.2238	
dSRR11905246_LamaGlama	dSRR11905260_VicugnaVicugnaVicugna	SRR11905251_LamaGuanicoeGuanicoe	478	4215	-0.7962924	-0.7962924	0.009877351	-80.618	
SRR11097120_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11205	10594	0.02802881	0.02802881	0.01078433	2.59903	
SRR11905246_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11583	9562	0.09557815	0.09557815	0.01021377	9.357772	
SRR11905247_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11765	9454	0.1089118	0.1089118	0.01110013	9.811758	
SRR11905248_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11930	9414	0.1178786	0.1178786	0.01070311	11.01348	
SRR11905249_LamaGuanicoeGuanicoe	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	10955	20669	-0.3071718	-0.3071718	0.007734433	-39.71484	
SRR11905250_LamaGuanicoeGuanicoe	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	10980	20830	-0.3096511	-0.3096511	0.007150632	-43.30401	
SRR11905252_LamaGuanicoeGuanicoe	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	10778	17950	-0.2496519	-0.2496519	0.007425573	-33.62056	
SRR11905261_LamaGuanicoeCacsilensis	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11077	18992	-0.2632279	-0.2632279	0.007433004	-35.4134	
SRR11905268_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11619	9570	0.09670112	0.09670112	0.01083768	8.922679	
SRR11905269_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11705	9729	0.09218998	0.09218998	0.01029365	8.956003	
SRR11905270_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	12022	9653	0.1092964	0.1092964	0.01074264	10.17407	
SRR11905271_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11504	9792	0.08039068	0.08039068	0.01014431	7.92471	
SRR11905272_LamaGuanicoeCacsilensis	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11052	17468	-0.2249649	-0.2249649	0.007440957	-30.23334	
SRR11905273_LamaGuanicoeCacsilensis	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	3604	3816	-0.02857143	-0.02857143	0.0119913	-2.382679	
SRR15966550_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	11767	9295	0.1173678	0.1173678	0.01013349	11.58216	
SRR16008793_LamaGuanicoeCacsilensis	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	9580	9226	0.01882378	0.01882378	0.008353136	2.253499	
dSRR11905250_LamaGuanicoeGuanicoe	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	1018	1755	-0.2657771	-0.2657771	0.02005308	-13.25368	
dSRR11905246_LamaGlama	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	1052	825	0.1209377	0.1209377	0.0253261	4.775219	
dSRR11905260_VicugnaVicugnaVicugna	dSRR11905273_LamaGuanicoeCacsilensis	SRR11905251_LamaGuanicoeGuanicoe	4453	478	0.8061245	0.8061245	0.009476254	85.06785	
SRR11097120_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	30824	25321	0.09801407	0.09801407	0.008736692	11.21867	
SRR11905246_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	31786	23674	0.1462676	0.1462676	0.008287726	17.6487	
SRR11905247_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	32475	23497	0.1604016	0.1604016	0.008075628	19.86243	
SRR11905248_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	32742	23449	0.1653824	0.1653824	0.008087902	20.44812	
SRR11905249_LamaGuanicoeGuanicoe	C21	SRR11905251_LamaGuanicoeGuanicoe	25880	43052	-0.2491151	-0.2491151	0.006071437	-41.03066	
SRR11905250_LamaGuanicoeGuanicoe	C21	SRR11905251_LamaGuanicoeGuanicoe	25810	42843	-0.2481028	-0.2481028	0.005830539	-42.55229	
SRR11905252_LamaGuanicoeGuanicoe	C21	SRR11905251_LamaGuanicoeGuanicoe	25354	38032	-0.2000126	-0.2000126	0.005781661	-34.59432	
SRR11905261_LamaGuanicoeCacsilensis	C21	SRR11905251_LamaGuanicoeGuanicoe	26288	39165	-0.1967366	-0.1967366	0.00567513	-34.66645	
SRR11905268_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	31989	23741	0.1479993	0.1479993	0.008566341	17.27684	
SRR11905269_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	31860	23951	0.1417104	0.1417104	0.007892807	17.95437	
SRR11905270_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	32093	23821	0.1479415	0.1479415	0.008457746	17.49183	
SRR11905271_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	31663	23878	0.1401667	0.1401667	0.007766821	18.04686	
SRR11905272_LamaGuanicoeCacsilensis	C21	SRR11905251_LamaGuanicoeGuanicoe	26401	36386	-0.1590297	-0.1590297	0.006023049	-26.40353	
SRR11905273_LamaGuanicoeCacsilensis	C21	SRR11905251_LamaGuanicoeGuanicoe	27262	24752	0.04825624	0.04825624	0.005811809	8.303136	
SRR15966550_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	32368	23169	0.1656373	0.1656373	0.007767762	21.32369	
SRR16008793_LamaGuanicoeCacsilensis	C21	SRR11905251_LamaGuanicoeGuanicoe	27904	23612	0.08331392	0.08331392	0.006257276	13.31473	
dSRR11905250_LamaGuanicoeGuanicoe	C21	SRR11905251_LamaGuanicoeGuanicoe	2238	3429	-0.2101641	-0.2101641	0.01337287	-15.71571	
dSRR11905246_LamaGlama	C21	SRR11905251_LamaGuanicoeGuanicoe	2735	1950	0.167556	0.167556	0.01599404	10.47615	
dSRR11905260_VicugnaVicugnaVicugna	C21	SRR11905251_LamaGuanicoeGuanicoe	9790	1024	0.8106159	0.8106159	0.006671385	121.5064	
dSRR11905273_LamaGuanicoeCacsilensis	C21	SRR11905251_LamaGuanicoeGuanicoe	2367	2042	0.07371286	0.07371286	0.01551748	4.75031	
SRR11097120_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2248	2311	-0.01381882	-0.01381882	0.01714256	-0.8061119	
SRR11905246_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2368	2154	0.04732419	0.04732419	0.01815202	2.607103	
SRR11905247_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2381	2103	0.06199822	0.06199822	0.01773589	3.495636	
SRR11905248_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2436	2176	0.05637467	0.05637467	0.0181128	3.112421	
SRR11905249_LamaGuanicoeGuanicoe	C72	SRR11905251_LamaGuanicoeGuanicoe	2343	4689	-0.3336177	-0.3336177	0.0124617	-26.77144	
SRR11905250_LamaGuanicoeGuanicoe	C72	SRR11905251_LamaGuanicoeGuanicoe	2302	4704	-0.342849	-0.342849	0.01251426	-27.39666	
SRR11905252_LamaGuanicoeGuanicoe	C72	SRR11905251_LamaGuanicoeGuanicoe	2331	4199	-0.2860643	-0.2860643	0.01209783	-23.64592	
SRR11905261_LamaGuanicoeCacsilensis	C72	SRR11905251_LamaGuanicoeGuanicoe	2330	4348	-0.3021863	-0.3021863	0.01319986	-22.89314	
SRR11905268_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2407	2166	0.05270063	0.05270063	0.01764037	2.987502	
SRR11905269_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2305	2203	0.02262644	0.02262644	0.01749425	1.293365	
SRR11905270_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2363	2193	0.03731343	0.03731343	0.01779579	2.096756	
SRR11905271_LamaGlama	C72	SRR11905251_LamaGuanicoeGuanicoe	2363	2211	0.03323131	0.03323131	0.01676123	1.982629	
SRR11905272_LamaGuanicoeCacsilensis	C72	SRR11905251_LamaGuanicoeGuanicoe	2364	4082	-0.2665219	-0.2665219	0.01268406	-21.01235	
SRR11905273_LamaGuanicoeCacsilensis	C72	SRR11905251_LamaGuanicoeGuanicoe	1960	2344	-0.08921933	-0.08921933	0.01575604	-5.662549	
