H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
SRR11905258_VicugnaPacos	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	224754	263638	-0.07961637	-0.07961637	0.01383069	-5.7565	
SRR11905259_VicugnaPacos	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	223301	262755	-0.08117172	-0.08117172	0.01186692	-6.840169	
SRR11905260_VicugnaVicugnaVicugna	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	254938	109937	0.3973991	0.3973991	0.007022158	56.59216	
SRR11905262_VicugnaVicugnaVicugna	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	249153	110867	0.3841064	0.3841064	0.00707614	54.28192	
SRR11905263_VicugnaVicugnaVicugna	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	211882	119467	0.2789053	0.2789053	0.006781298	41.1286	
SRR11905264_VicugnaVicugnaVicugna	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	230445	116323	0.3291019	0.3291019	0.006914969	47.59267	
SRR11905265_VicugnaVicugnaMensalis	SRR11905266_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	146402	139928	0.02261027	0.02261027	0.006534354	3.460216	
SRR11905253_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	225744	258811	-0.068242	-0.068242	0.0117257	-5.819864	
SRR11905254_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	225256	260735	-0.07300341	-0.07300341	0.01303554	-5.600338	
SRR11905255_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	220425	257235	-0.07706318	-0.07706318	0.01155965	-6.66657	
SRR11905257_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	230125	261751	-0.06429669	-0.06429669	0.0129534	-4.963692	
SRR11905258_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	229306	258024	-0.05892927	-0.05892927	0.01357356	-4.341476	
SRR11905259_VicugnaPacos	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	227598	256930	-0.06053727	-0.06053727	0.01209549	-5.004945	
SRR11905260_VicugnaVicugnaVicugna	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	266655	111620	0.4098473	0.4098473	0.00695834	58.90016	
SRR11905262_VicugnaVicugnaVicugna	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	260274	111906	0.3986458	0.3986458	0.006974193	57.16014	
SRR11905263_VicugnaVicugnaVicugna	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	221872	119499	0.2998878	0.2998878	0.006468734	46.35958	
SRR11905264_VicugnaVicugnaVicugna	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	241178	116997	0.3467048	0.3467048	0.006834321	50.72996	
SRR11905265_VicugnaVicugnaMensalis	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	153222	136809	0.0565905	0.0565905	0.006959656	8.131221	
SRR11905266_VicugnaVicugnaMensalis	SRR11905267_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	147289	137247	0.03529255	0.03529255	0.006863275	5.142231	
SRR11905253_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	240769	245072	-0.008856807	-0.008856807	0.01069799	-0.8278944	
SRR11905254_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	238760	245456	-0.01382854	-0.01382854	0.01062634	-1.301345	
SRR11905255_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	240546	248556	-0.01637695	-0.01637695	0.01119155	-1.463332	
SRR11905257_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	245065	248059	-0.006071495	-0.006071495	0.0115474	-0.5257891	
SRR11905258_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	244116	244174	-0.0001187819	-0.0001187819	0.01063107	-0.01117309	
SRR11905259_VicugnaPacos	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	244205	244656	-0.0009225526	-0.0009225526	0.01123877	-0.08208662	
SRR11905260_VicugnaVicugnaVicugna	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	353381	168917	0.3531777	0.3531777	0.009940037	35.53082	
SRR11905262_VicugnaVicugnaVicugna	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	349243	171514	0.3412897	0.3412897	0.0100933	33.81349	
SRR11905263_VicugnaVicugnaVicugna	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	319296	188124	0.2585077	0.2585077	0.01115321	23.17788	
SRR11905264_VicugnaVicugnaVicugna	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	335946	182386	0.296258	0.296258	0.01090748	27.16099	
SRR11905265_VicugnaVicugnaMensalis	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	271650	226224	0.09123995	0.09123995	0.01251926	7.287967	
SRR11905266_VicugnaVicugnaMensalis	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	266905	227890	0.07885084	0.07885084	0.0128302	6.145723	
SRR11905267_VicugnaVicugnaMensalis	SRR13340600_VicugnaPacos	SRR11905256_VicugnaPacos	260331	231406	0.05882209	0.05882209	0.01297884	4.532152	
SRR11905253_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	242076	246836	-0.009735903	-0.009735903	0.01123585	-0.8665038	
SRR11905254_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	241762	248871	-0.01448945	-0.01448945	0.01149387	-1.260623	
SRR11905255_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	239331	247776	-0.01733705	-0.01733705	0.01142256	-1.517791	
SRR11905257_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	245727	249189	-0.006995126	-0.006995126	0.01175953	-0.5948474	
SRR11905258_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	249002	249465	-0.0009288478	-0.0009288478	0.01229814	-0.0755275	
SRR11905259_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	242732	243661	-0.001909978	-0.001909978	0.01090931	-0.1750778	
SRR11905260_VicugnaVicugnaVicugna	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	354631	170513	0.3506048	0.3506048	0.01059347	33.09632	
SRR11905262_VicugnaVicugnaVicugna	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	350280	173024	0.3387247	0.3387247	0.01068491	31.70123	
SRR11905263_VicugnaVicugnaVicugna	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	320630	189969	0.2558975	0.2558975	0.01199524	21.33325	
SRR11905264_VicugnaVicugnaVicugna	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	336638	183571	0.2942414	0.2942414	0.0112745	26.09795	
SRR11905265_VicugnaVicugnaMensalis	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	272013	227095	0.08999655	0.08999655	0.01308633	6.877141	
SRR11905266_VicugnaVicugnaMensalis	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	268952	230390	0.07722563	0.07722563	0.01316429	5.866296	
SRR11905267_VicugnaVicugnaMensalis	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	263684	235276	0.05693442	0.05693442	0.0134159	4.243802	
SRR13340600_VicugnaPacos	SRR13340601_VicugnaPacos	SRR11905256_VicugnaPacos	248627	249061	-0.0008720323	-0.0008720323	0.01208107	-0.07218169	
SRR11905253_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	244077	245723	-0.003360555	-0.003360555	0.01035911	-0.3244059	
SRR11905254_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	244503	248504	-0.008115503	-0.008115503	0.01130374	-0.7179482	
SRR11905255_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	239436	244847	-0.01117322	-0.01117322	0.01011545	-1.10457	
SRR11905257_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	243954	244254	-0.0006144922	-0.0006144922	0.01141813	-0.05381723	
SRR11905258_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	246778	244167	0.005318315	0.005318315	0.01185066	0.4487778	
SRR11905259_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	246370	244145	0.004536049	0.004536049	0.01013584	0.4475255	
SRR11905260_VicugnaVicugnaVicugna	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	353179	166115	0.3602275	0.3602275	0.009238488	38.99205	
SRR11905262_VicugnaVicugnaVicugna	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	348737	168334	0.3488941	0.3488941	0.009371531	37.22914	
SRR11905263_VicugnaVicugnaVicugna	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	319191	185408	0.2651274	0.2651274	0.01027878	25.79366	
SRR11905264_VicugnaVicugnaVicugna	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	334939	178884	0.3037135	0.3037135	0.009695344	31.32571	
SRR11905265_VicugnaVicugnaMensalis	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	268942	220856	0.09817517	0.09817517	0.01179424	8.323995	
SRR11905266_VicugnaVicugnaMensalis	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	264915	223264	0.08531911	0.08531911	0.01201001	7.104003	
SRR11905267_VicugnaVicugnaMensalis	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	259120	227674	0.06459817	0.06459817	0.01211274	5.333077	
SRR13340600_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	244758	242141	0.005374831	0.005374831	0.01106435	0.4857791	
SRR13340601_VicugnaPacos	SRR13340602_VicugnaPacos	SRR11905256_VicugnaPacos	245941	242892	0.006237304	0.006237304	0.01123528	0.5551536	
SRR11905253_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	242332	245368	-0.006225138	-0.006225138	0.01079289	-0.5767812	
SRR11905254_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	241713	247006	-0.01083035	-0.01083035	0.01060038	-1.021695	
SRR11905255_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	241282	247979	-0.01368799	-0.01368799	0.01075248	-1.273007	
SRR11905257_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	242455	244039	-0.00325595	-0.00325595	0.01149694	-0.2832014	
SRR11905258_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	247268	245944	0.002684444	0.002684444	0.01182236	0.2270651	
SRR11905259_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	241114	240227	0.001842768	0.001842768	0.01036766	0.1777419	
SRR11905260_VicugnaVicugnaVicugna	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	353032	167311	0.3569203	0.3569203	0.009730573	36.6803	
SRR11905262_VicugnaVicugnaVicugna	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	348596	169615	0.3453825	0.3453825	0.009770219	35.35054	
SRR11905263_VicugnaVicugnaVicugna	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	317174	184717	0.2639159	0.2639159	0.01077384	24.49599	
SRR11905264_VicugnaVicugnaVicugna	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	334377	179628	0.3010652	0.3010652	0.01040007	28.94838	
SRR11905265_VicugnaVicugnaMensalis	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	267956	221239	0.09549771	0.09549771	0.01230772	7.759172	
SRR11905266_VicugnaVicugnaMensalis	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	263997	223696	0.082636	0.082636	0.0126636	6.525476	
SRR11905267_VicugnaVicugnaMensalis	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	258363	228238	0.06190904	0.06190904	0.0130158	4.756453	
SRR13340600_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	240079	238712	0.002855108	0.002855108	0.01131233	0.2523889	
SRR13340601_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	247004	245164	0.003738561	0.003738561	0.01154035	0.3239557	
SRR13340602_VicugnaPacos	SRR13340603_VicugnaPacos	SRR11905256_VicugnaPacos	244566	245772	-0.002459528	-0.002459528	0.01086032	-0.2264691	
SRR11905253_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	248709	246723	0.004008623	0.004008623	0.0109359	0.3665564	
SRR11905254_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	243474	243897	-0.000867922	-0.000867922	0.01088505	-0.0797352	
SRR11905255_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	241532	243259	-0.00356236	-0.00356236	0.01013119	-0.351623	
SRR11905257_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	246623	243322	0.006737491	0.006737491	0.01188747	0.5667723	
SRR11905258_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	251236	244941	0.012687	0.012687	0.01217703	1.04188	
SRR11905259_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	246562	240732	0.01196403	0.01196403	0.01060073	1.128604	
SRR11905260_VicugnaVicugnaVicugna	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	356895	166103	0.3648045	0.3648045	0.009589336	38.04272	
SRR11905262_VicugnaVicugnaVicugna	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	353104	169029	0.3525443	0.3525443	0.009744297	36.17955	
SRR11905263_VicugnaVicugnaVicugna	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	322972	185519	0.2703155	0.2703155	0.01080926	25.00777	
SRR11905264_VicugnaVicugnaVicugna	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	339183	179433	0.3080314	0.3080314	0.01045077	29.4745	
SRR11905265_VicugnaVicugnaMensalis	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	272484	220741	0.1049075	0.1049075	0.01207912	8.685031	
SRR11905266_VicugnaVicugnaMensalis	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	269310	223909	0.09205039	0.09205039	0.01274929	7.220038	
SRR11905267_VicugnaVicugnaMensalis	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	263198	228091	0.07145896	0.07145896	0.0127364	5.61061	
SRR13340600_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	248104	241817	0.01283268	0.01283268	0.01178429	1.088965	
SRR13340601_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	250081	243338	0.01366587	0.01366587	0.01198457	1.140289	
SRR13340602_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	245686	242092	0.007368106	0.007368106	0.0115545	0.637683	
SRR13340603_VicugnaPacos	SRR13340604_VicugnaPacos	SRR11905256_VicugnaPacos	245140	240146	0.01029084	0.01029084	0.01116449	0.9217472	
SRR11905253_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	246236	252912	-0.01337479	-0.01337479	0.01152162	-1.160843	
SRR11905254_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	245492	254453	-0.01792397	-0.01792397	0.01170389	-1.531454	
SRR11905255_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	240347	250703	-0.0210895	-0.0210895	0.01112827	-1.895129	
SRR11905257_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	242337	247625	-0.01079267	-0.01079267	0.01070306	-1.008373	
SRR11905258_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	248146	250467	-0.004654913	-0.004654913	0.0123027	-0.3783651	
SRR11905259_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	246894	249649	-0.005548361	-0.005548361	0.01119849	-0.495456	
SRR11905260_VicugnaVicugnaVicugna	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	353700	171465	0.3470052	0.3470052	0.01000956	34.66739	
SRR11905262_VicugnaVicugnaVicugna	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	349469	174036	0.3351124	0.3351124	0.01014887	33.01966	
SRR11905263_VicugnaVicugnaVicugna	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	319733	191034	0.251972	0.251972	0.01150339	21.90416	
SRR11905264_VicugnaVicugnaVicugna	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	336510	185449	0.2894116	0.2894116	0.01073179	26.96768	
SRR11905265_VicugnaVicugnaMensalis	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	272372	229268	0.08592616	0.08592616	0.01309104	6.563737	
SRR11905266_VicugnaVicugnaMensalis	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	268475	231753	0.07341052	0.07341052	0.01312799	5.59191	
SRR11905267_VicugnaVicugnaMensalis	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	262719	236197	0.05315925	0.05315925	0.01345141	3.951946	
SRR13340600_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	247862	250146	-0.004586272	-0.004586272	0.01205224	-0.3805328	
SRR13340601_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	248390	250290	-0.003810059	-0.003810059	0.01179044	-0.323148	
SRR13340602_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	242844	247818	-0.01013732	-0.01013732	0.01062361	-0.954226	
SRR13340603_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	243439	247106	-0.007475359	-0.007475359	0.01075432	-0.6951032	
SRR13340604_VicugnaPacos	SRR13340605_VicugnaPacos	SRR11905256_VicugnaPacos	242495	251105	-0.01744327	-0.01744327	0.01203442	-1.449448	
SRR11905253_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	240814	250033	-0.01878182	-0.01878182	0.01094848	-1.715473	
SRR11905254_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	242662	254188	-0.02319815	-0.02319815	0.01203606	-1.927388	
SRR11905255_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	237799	250777	-0.02656291	-0.02656291	0.0115618	-2.297472	
SRR11905257_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	240230	248120	-0.01615645	-0.01615645	0.01150999	-1.403689	
SRR11905258_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	245344	250302	-0.01000311	-0.01000311	0.01221161	-0.8191475	
SRR11905259_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	244309	249717	-0.01094679	-0.01094679	0.01170269	-0.9354079	
SRR11905260_VicugnaVicugnaVicugna	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	350301	171521	0.3426072	0.3426072	0.01023786	33.46474	
SRR11905262_VicugnaVicugnaVicugna	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	346482	174341	0.3305173	0.3305173	0.01047098	31.56509	
SRR11905263_VicugnaVicugnaVicugna	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	318208	192182	0.246921	0.246921	0.01173785	21.03631	
SRR11905264_VicugnaVicugnaVicugna	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	332949	184988	0.2856737	0.2856737	0.01118699	25.53624	
SRR11905265_VicugnaVicugnaMensalis	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	269570	229263	0.08080259	0.08080259	0.01319856	6.122076	
SRR11905266_VicugnaVicugnaMensalis	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	265758	231926	0.06797888	0.06797888	0.01314024	5.173338	
SRR11905267_VicugnaVicugnaMensalis	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	259341	235732	0.04768792	0.04768792	0.01327039	3.593558	
SRR13340600_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	241299	246248	-0.01015082	-0.01015082	0.01180054	-0.8601991	
SRR13340601_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	245009	249438	-0.008957482	-0.008957482	0.01218762	-0.7349659	
SRR13340602_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	240944	248429	-0.01529508	-0.01529508	0.0111193	-1.375543	
SRR13340603_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	238681	244947	-0.01295624	-0.01295624	0.01118914	-1.15793	
SRR13340604_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	243439	254693	-0.02259241	-0.02259241	0.01280591	-1.764217	
SRR13340605_VicugnaPacos	SRR15927273_VicugnaPacos	SRR11905256_VicugnaPacos	243835	246344	-0.005118538	-0.005118538	0.0111345	-0.459701	
SRR11905253_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	232238	250682	-0.03819266	-0.03819266	0.01223091	-3.122635	
SRR11905254_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	231049	251862	-0.04309904	-0.04309904	0.01315799	-3.275503	
SRR11905255_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	225990	248098	-0.04663269	-0.04663269	0.0118053	-3.950148	
SRR11905257_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	236222	253228	-0.03474512	-0.03474512	0.01302474	-2.667625	
SRR11905258_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	234707	248759	-0.02906513	-0.02906513	0.01397399	-2.079944	
SRR11905259_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	233338	247994	-0.03044884	-0.03044884	0.01211744	-2.512812	
SRR11905260_VicugnaVicugnaVicugna	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	278280	108914	0.437419	0.437419	0.007066299	61.90213	
SRR11905262_VicugnaVicugnaVicugna	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	272717	109985	0.4252186	0.4252186	0.007092391	59.95419	
SRR11905263_VicugnaVicugnaVicugna	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	233068	116167	0.3347345	0.3347345	0.006804295	49.19459	
SRR11905264_VicugnaVicugnaVicugna	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	252660	114127	0.3776933	0.3776933	0.00691864	54.59069	
SRR11905265_VicugnaVicugnaMensalis	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	161374	130278	0.1066202	0.1066202	0.006979321	15.27659	
SRR11905266_VicugnaVicugnaMensalis	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	154899	130261	0.08640062	0.08640062	0.006774573	12.75366	
SRR11905267_VicugnaVicugnaMensalis	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	146382	131817	0.05235461	0.05235461	0.006689051	7.826912	
SRR13340600_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	238433	252667	-0.02898391	-0.02898391	0.01327847	-2.182776	
SRR13340601_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	241189	254857	-0.0275539	-0.0275539	0.01348152	-2.043827	
SRR13340602_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	232353	249177	-0.03493863	-0.03493863	0.01212824	-2.880767	
SRR13340603_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	234159	249763	-0.03224487	-0.03224487	0.01314288	-2.45341	
SRR13340604_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	232789	253286	-0.04216839	-0.04216839	0.01303238	-3.235662	
SRR13340605_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	243078	254882	-0.02370472	-0.02370472	0.01350024	-1.755874	
SRR15927273_VicugnaPacos	SRR16060509_VicugnaVicugnaMensalis	SRR11905256_VicugnaPacos	242697	252021	-0.0188471	-0.0188471	0.01349635	-1.396459	
SRR11905253_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	236605	252117	-0.03173993	-0.03173993	0.01078148	-2.943932	
SRR11905254_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	239039	256945	-0.03610197	-0.03610197	0.01178948	-3.06222	
SRR11905255_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	235930	255084	-0.03900907	-0.03900907	0.01106271	-3.526176	
SRR11905257_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	240915	255103	-0.0286038	-0.0286038	0.01107307	-2.583186	
SRR11905258_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	243492	254643	-0.0223855	-0.0223855	0.01270546	-1.76188	
SRR11905259_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	239849	251640	-0.02399036	-0.02399036	0.01105901	-2.169305	
SRR11905260_VicugnaVicugnaVicugna	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	347448	174963	0.3301711	0.3301711	0.01002372	32.93897	
SRR11905262_VicugnaVicugnaVicugna	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	343336	177571	0.3182238	0.3182238	0.01015842	31.32611	
SRR11905263_VicugnaVicugnaVicugna	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	314886	195156	0.2347454	0.2347454	0.01094581	21.44614	
SRR11905264_VicugnaVicugnaVicugna	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	330039	188403	0.2731955	0.2731955	0.01056617	25.85568	
SRR11905265_VicugnaVicugnaMensalis	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	268584	234557	0.06762915	0.06762915	0.01253823	5.393834	
SRR11905266_VicugnaVicugnaMensalis	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	264682	237044	0.05508584	0.05508584	0.01250961	4.403483	
SRR11905267_VicugnaVicugnaMensalis	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	259817	242406	0.03466787	0.03466787	0.01275255	2.718505	
SRR13340600_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	241791	253067	-0.02278633	-0.02278633	0.0119107	-1.913097	
SRR13340601_VicugnaPacos	SRR16077698_VicugnaPacos	SRR11905256_VicugnaPacos	239197	249896	-0.02187519	-0.02187519	0.01183027	-1.849086	
